Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle Number,TDM (s),MFD (m),EI (m/s)
3.84099,-86.9869,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.85099,-1.74677,-26.9212,1.002405556,1.568233245,4.72,1.83,1,,,
3.85099,-86.8199,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.86099,-1.74667,-26.9111,1.009252778,1.568184385,4.72,1.83,1,,,
3.86099,-86.6531,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.87099,-1.74657,-26.901,1.016088889,1.568135525,4.72,1.83,1,,,
3.87099,-86.4863,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.881,-1.74647,-26.8908,1.023047222,1.56808492,4.72,1.83,1,,,
3.881,-86.3195,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.891,-1.74637,-26.8806,1.029997222,1.568034315,4.72,1.83,1,,,
3.891,-86.1527,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.901,-1.74627,-26.87,1.037186111,1.567981965,4.72,1.83,1,,,
3.901,-85.9879,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.911,-1.74616,-26.8596,1.044344444,1.567929615,4.72,1.83,1,,,
3.911,-85.8249,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.92101,-1.74605,-26.8491,1.051661111,1.567877265,4.72,1.83,1,,,
3.92101,-85.662,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.93101,-1.74595,-26.8385,1.059113889,1.567824915,4.72,1.83,1,,,
3.93101,-85.4991,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.94101,-1.74584,-26.8279,1.066641667,1.56777082,4.72,1.83,1,,,
3.94101,-85.3361,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.95101,-1.74573,-26.8172,1.074425,1.567716725,4.72,1.83,1,,,
3.95101,-85.1702,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.96102,-1.74562,-26.8071,1.081833333,1.56766612,4.72,1.83,1,,,
3.96102,-84.9998,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.97102,-1.7455,-26.7957,1.090308333,1.567608535,4.72,1.83,1,,,
3.97102,-84.8295,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.98102,-1.74538,-26.7848,1.09855,1.567552695,4.72,1.83,1,,,
3.98102,-84.6591,-1.7,16.66666667,0.0,4.72,1.83,4,,,
3.99102,-1.74527,-26.7742,1.106669444,1.5674986,4.72,1.83,1,,,
3.99102,-84.4888,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.00103,-1.74515,-26.763,1.115336111,1.567441015,4.72,1.83,1,,,
4.00103,-84.3202,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.01103,-1.74503,-26.7515,1.124358333,1.567381685,4.72,1.83,1,,,
4.01103,-84.1534,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.02103,-1.7449,-26.74,1.133486111,1.567322355,4.72,1.83,1,,,
4.02103,-83.9865,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.03103,-1.74478,-26.7286,1.142666667,1.567263025,4.72,1.83,1,,,
4.03103,-83.8197,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.04104,-1.74465,-26.717,1.151991667,1.567203695,4.72,1.83,1,,,
4.04104,-83.6528,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.05104,-1.74452,-26.7056,1.161191667,1.567144365,4.72,1.83,1,,,
4.05104,-83.4861,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.06104,-1.74439,-26.6937,1.170738889,1.56708329,4.72,1.83,1,,,
4.06104,-83.3193,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.07104,-1.74426,-26.682,1.180152778,1.567022215,4.72,1.83,1,,,
4.07104,-83.1526,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.08105,-1.74412,-26.67,1.189725,1.56696114,4.72,1.83,1,,,
4.08105,-82.9859,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.09105,-1.74399,-26.6581,1.199197222,1.566900065,4.72,1.83,1,,,
4.09105,-82.8192,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.10105,-1.74385,-26.6459,1.208911111,1.566837245,4.72,1.83,1,,,
4.10105,-82.6525,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.11105,-1.74371,-26.6338,1.218552778,1.566774425,4.72,1.83,1,,,
4.11105,-82.4857,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.12106,-1.74357,-26.6214,1.228283333,1.56670986,4.72,1.83,1,,,
4.12106,-82.3189,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.13106,-1.74343,-26.6094,1.237716667,1.566648785,4.72,1.83,1,,,
4.13106,-82.1522,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.14106,-1.74328,-26.5969,1.247477778,1.56658422,4.72,1.83,1,,,
4.14106,-81.9854,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.15107,-1.74313,-26.5842,1.25735,1.566519655,4.72,1.83,1,,,
4.15107,-81.8186,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.16107,-1.74298,-26.5715,1.267205556,1.566453345,4.72,1.83,1,,,
4.16107,-81.6518,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.17107,-1.74283,-26.5589,1.276869444,1.56638878,4.72,1.83,1,,,
4.17107,-81.485,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.18107,-1.74268,-26.5462,1.286555556,1.566324215,4.72,1.83,1,,,
4.18107,-81.3182,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.19108,-1.74253,-26.5332,1.296458333,1.566257905,4.72,1.83,1,,,
4.19108,-81.1514,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.20108,-1.74237,-26.5201,1.306419444,1.56618985,4.72,1.83,1,,,
4.20108,-80.9849,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.21108,-1.74222,-26.5071,1.316216667,1.56612354,4.72,1.83,1,,,
4.21108,-80.8186,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.22108,-1.74205,-26.4938,1.326188889,1.566055485,4.72,1.83,1,,,
4.22108,-80.6523,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.23109,-1.74189,-26.4803,1.336261111,1.565985685,4.72,1.83,1,,,
4.23109,-80.486,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.24109,-1.74173,-26.4668,1.346252778,1.56591763,4.72,1.83,1,,,
4.24109,-80.3197,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.25109,-1.74156,-26.4533,1.356219444,1.56584783,4.72,1.83,1,,,
4.25109,-80.153,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.26109,-1.7414,-26.44,1.365994444,1.565779775,4.72,1.83,1,,,
4.26109,-79.986,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.2711,-1.74123,-26.4263,1.375997222,1.565709975,4.72,1.83,1,,,
4.2711,-79.819,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.2811,-1.74105,-26.4123,1.386133333,1.56563843,4.72,1.83,1,,,
4.2811,-79.652,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.2911,-1.74088,-26.3983,1.396197222,1.565566885,4.72,1.83,1,,,
4.2911,-79.485,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.3011,-1.7407,-26.3843,1.406227778,1.56549534,4.72,1.83,1,,,
4.3011,-79.3182,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.31111,-1.74052,-26.3702,1.416252778,1.565423795,4.72,1.83,1,,,
4.31111,-79.1515,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.32111,-1.74034,-26.3558,1.426405556,1.565350505,4.72,1.83,1,,,
4.32111,-78.9848,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.33111,-1.74015,-26.3415,1.436461111,1.565277215,4.72,1.83,1,,,
4.33111,-78.8181,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.34111,-1.73997,-26.3273,1.446352778,1.56520567,4.72,1.83,1,,,
4.34111,-78.6514,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.35112,-1.73978,-26.3128,1.456502778,1.56513238,4.72,1.83,1,,,
4.35112,-78.4847,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.36112,-1.73959,-26.298,1.46675,1.565057345,4.72,1.83,1,,,
4.36112,-78.318,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.37112,-1.7394,-26.2835,1.476855556,1.56498231,4.72,1.83,1,,,
4.37112,-78.1512,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.38112,-1.73921,-26.2685,1.487230556,1.564907275,4.72,1.83,1,,,
4.38112,-77.9845,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.39113,-1.73901,-26.2535,1.497655556,1.564830495,4.72,1.83,1,,,
4.39113,-77.8177,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.40113,-1.73881,-26.2383,1.508144444,1.564753715,4.72,1.83,1,,,
4.40113,-77.651,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.41113,-1.73861,-26.2233,1.518588889,1.56467868,4.72,1.83,1,,,
4.41113,-77.4843,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.42113,-1.7384,-26.2081,1.529344444,1.5646019,4.72,1.83,1,,,
4.42113,-77.3177,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.43114,-1.7382,-26.1928,1.540252778,1.56452512,4.72,1.83,1,,,
4.43114,-77.151,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.44114,-1.73799,-26.1773,1.551433333,1.564446595,4.72,1.83,1,,,
4.44114,-76.9843,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.45114,-1.73778,-26.1617,1.562722222,1.56436807,4.72,1.83,1,,,
4.45114,-76.8176,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.46114,-1.73758,-26.1472,1.573272222,1.56429478,4.72,1.83,1,,,
4.46114,-76.6507,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.47115,-1.73734,-26.1301,1.5858,1.564209275,4.72,1.83,1,,,
4.47115,-76.4838,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.48115,-1.73712,-26.114,1.597672222,1.564129005,4.72,1.83,1,,,
4.48115,-76.3169,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.49115,-1.7369,-26.0983,1.609261111,1.56405048,4.72,1.83,1,,,
4.49115,-76.15,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.50116,-1.73668,-26.082,1.621280556,1.563968465,4.72,1.83,1,,,
4.50116,-75.9832,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.51116,-1.73645,-26.0657,1.633336111,1.56388645,4.72,1.83,1,,,
4.51116,-75.8165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.52116,-1.73622,-26.0493,1.645458333,1.563804435,4.72,1.83,1,,,
4.52116,-75.6498,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.53116,-1.73599,-26.0329,1.657486111,1.56372242,4.72,1.83,1,,,
4.53116,-75.483,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.54117,-1.73575,-26.0162,1.669758333,1.56363866,4.72,1.83,1,,,
4.54117,-75.3163,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.55117,-1.73551,-25.9993,1.682191667,1.5635549,4.72,1.83,1,,,
4.55117,-75.1498,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.56117,-1.73526,-25.9822,1.694719444,1.56347114,4.72,1.83,1,,,
4.56117,-74.9833,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.57117,-1.73502,-25.9652,1.707063889,1.56338738,4.72,1.83,1,,,
4.57117,-74.8169,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.58118,-1.73478,-25.9485,1.719022222,1.563305365,4.72,1.83,1,,,
4.58118,-74.6505,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.59118,-1.73452,-25.9312,1.731394444,1.563221605,4.72,1.83,1,,,
4.59118,-74.484,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.60118,-1.73427,-25.9136,1.743802778,1.5631361,4.72,1.83,1,,,
4.60118,-74.3173,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.61118,-1.73402,-25.8962,1.755994444,1.56305234,4.72,1.83,1,,,
4.61118,-74.1504,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.62119,-1.73376,-25.8786,1.768202778,1.56296858,4.72,1.83,1,,,
4.62119,-73.9835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.63119,-1.7335,-25.8611,1.780341667,1.56288482,4.72,1.83,1,,,
4.63119,-73.8165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.64119,-1.73323,-25.843,1.792763889,1.562799315,4.72,1.83,1,,,
4.64119,-73.6496,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.65119,-1.73297,-25.8252,1.804891667,1.5627173,4.72,1.83,1,,,
4.65119,-73.4828,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.6612,-1.7327,-25.8068,1.817355556,1.562631795,4.72,1.83,1,,,
4.6612,-73.316,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.6712,-1.73243,-25.7887,1.829708333,1.56254629,4.72,1.83,1,,,
4.6712,-73.1493,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.6812,-1.73215,-25.77,1.842472222,1.562460785,4.72,1.83,1,,,
4.6812,-72.9825,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.6912,-1.73188,-25.7517,1.855008333,1.562377025,4.72,1.83,1,,,
4.6912,-72.8157,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.70121,-1.7316,-25.7328,1.868080556,1.56229152,4.72,1.83,1,,,
4.70121,-72.6491,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.71121,-1.73132,-25.714,1.881088889,1.562206015,4.72,1.83,1,,,
4.71121,-72.4825,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.72121,-1.73103,-25.695,1.894277778,1.56212051,4.72,1.83,1,,,
4.72121,-72.316,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.73121,-1.73077,-25.678,1.9062,1.56204373,4.72,1.83,1,,,
4.73121,-72.1494,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.74122,-1.73046,-25.6573,1.920741667,1.561951245,4.72,1.83,1,,,
4.74122,-71.9829,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.75122,-1.73017,-25.6379,1.934397222,1.56186574,4.72,1.83,1,,,
4.75122,-71.8165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.76122,-1.72987,-25.6183,1.948372222,1.561780235,4.72,1.83,1,,,
4.76122,-71.6502,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.77122,-1.72957,-25.5988,1.962433333,1.561692985,4.72,1.83,1,,,
4.77122,-71.4839,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.78123,-1.72928,-25.5795,1.976502778,1.561609225,4.72,1.83,1,,,
4.78123,-71.3176,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.79123,-1.72897,-25.5594,1.991461111,1.561521975,4.72,1.83,1,,,
4.79123,-71.1513,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.80123,-1.72866,-25.5393,2.006741667,1.561434725,4.72,1.83,1,,,
4.80123,-70.9846,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.81123,-1.72835,-25.5192,2.022372222,1.561347475,4.72,1.83,1,,,
4.81123,-70.8176,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.82124,-1.72803,-25.499,2.038369444,1.561260225,4.72,1.83,1,,,
4.82124,-70.6505,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.83124,-1.72771,-25.4785,2.054941667,1.561172975,4.72,1.83,1,,,
4.83124,-70.4835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.84124,-1.72739,-25.4577,2.072022222,1.56108398,4.72,1.83,1,,,
4.84124,-70.3165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.85124,-1.72706,-25.4369,2.089152778,1.560994985,4.72,1.83,1,,,
4.85124,-70.1495,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.86125,-1.72673,-25.4159,2.106636111,1.560907735,4.72,1.83,1,,,
4.86125,-69.9825,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.87125,-1.7264,-25.3949,2.124191667,1.56081874,4.72,1.83,1,,,
4.87125,-69.8155,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.88125,-1.72606,-25.3734,2.142233333,1.560729745,4.72,1.83,1,,,
4.88125,-69.6485,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.89126,-1.72571,-25.3519,2.160358333,1.560639005,4.72,1.83,1,,,
4.89126,-69.4815,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.90126,-1.72537,-25.3301,2.178744444,1.56055001,4.72,1.83,1,,,
4.90126,-69.3147,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.91126,-1.72501,-25.3082,2.197322222,1.560461015,4.72,1.83,1,,,
4.91126,-69.1479,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.92126,-1.72465,-25.2859,2.216402778,1.56036853,4.72,1.83,1,,,
4.92126,-68.9811,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.93127,-1.72431,-25.2643,2.234866667,1.560283025,4.72,1.83,1,,,
4.93127,-68.8144,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.94127,-1.72394,-25.2418,2.254277778,1.560192285,4.72,1.83,1,,,
4.94127,-68.6476,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.95127,-1.72358,-25.2191,2.273858333,1.560101545,4.72,1.83,1,,,
4.95127,-68.481,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.96127,-1.7232,-25.196,2.293822222,1.560010805,4.72,1.83,1,,,
4.96127,-68.3145,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.97128,-1.72282,-25.1728,2.313872222,1.55992181,4.72,1.83,1,,,
4.97128,-68.148,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.98128,-1.72244,-25.1492,2.334202778,1.55983107,4.72,1.83,1,,,
4.98128,-67.9815,-1.7,16.66666667,0.0,4.72,1.83,4,,,
4.99128,-1.72206,-25.1261,2.354205556,1.559742075,4.72,1.83,1,,,
4.99128,-67.815,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.00128,-1.72168,-25.1028,2.374311111,1.559654825,4.72,1.83,1,,,
5.00128,-67.6483,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.01129,-1.72129,-25.0791,2.394905556,1.55956583,4.72,1.83,1,,,
5.01129,-67.4816,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.02129,-1.72089,-25.0549,2.415927778,1.559476835,4.72,1.83,1,,,
5.02129,-67.3149,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.03129,-1.72049,-25.0305,2.437161111,1.55938784,4.72,1.83,1,,,
5.03129,-67.1481,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.04129,-1.72008,-25.0059,2.458552778,1.55930059,4.72,1.83,1,,,
5.04129,-66.9814,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.0513,-1.71968,-24.9815,2.479686111,1.55921334,4.72,1.83,1,,,
5.0513,-66.8149,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.0613,-1.71926,-24.9561,2.501488889,1.559124345,4.72,1.83,1,,,
5.0613,-66.6487,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.0713,-1.71884,-24.9309,2.523058333,1.559037095,4.72,1.83,1,,,
5.0713,-66.4825,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.0813,-1.71842,-24.9055,2.544708333,1.558949845,4.72,1.83,1,,,
5.0813,-66.3163,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.09131,-1.718,-24.88,2.5663,1.558862595,4.72,1.83,1,,,
5.09131,-66.1501,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.10131,-1.7176,-24.8561,2.586311111,1.558782325,4.72,1.83,1,,,
5.10131,-65.9835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.11131,-1.71713,-24.8278,2.609872222,1.55868984,4.72,1.83,1,,,
5.11131,-65.8167,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.12131,-1.71671,-24.8026,2.630644444,1.558607825,4.72,1.83,1,,,
5.12131,-65.6498,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.13132,-1.71627,-24.7763,2.652125,1.55852232,4.72,1.83,1,,,
5.13132,-65.483,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.14132,-1.71583,-24.7499,2.673527778,1.55843856,4.72,1.83,1,,,
5.14132,-65.3162,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.15132,-1.71538,-24.7225,2.695425,1.558353055,4.72,1.83,1,,,
5.15132,-65.1494,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.16132,-1.71491,-24.6948,2.717502778,1.55826755,4.72,1.83,1,,,
5.16132,-64.9826,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.17133,-1.71446,-24.668,2.738613889,1.558185535,4.72,1.83,1,,,
5.17133,-64.8159,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.18133,-1.714,-24.6404,2.760122222,1.558101775,4.72,1.83,1,,,
5.18133,-64.6491,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.19133,-1.71353,-24.6127,2.781583333,1.55801976,4.72,1.83,1,,,
5.19133,-64.4824,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.20133,-1.71306,-24.5846,2.803277778,1.557937745,4.72,1.83,1,,,
5.20133,-64.3155,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.21134,-1.71259,-24.5568,2.824611111,1.557857475,4.72,1.83,1,,,
5.21134,-64.1485,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.22134,-1.71211,-24.5282,2.846472222,1.557777205,4.72,1.83,1,,,
5.22134,-63.9815,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.23134,-1.71163,-24.4997,2.868138889,1.557696935,4.72,1.83,1,,,
5.23134,-63.8145,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.24135,-1.71115,-24.4708,2.889944444,1.55761841,4.72,1.83,1,,,
5.24135,-63.6475,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.25135,-1.71066,-24.4422,2.911527778,1.557539885,4.72,1.83,1,,,
5.25135,-63.4807,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.26135,-1.71016,-24.4127,2.933638889,1.557463105,4.72,1.83,1,,,
5.26135,-63.3139,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.27135,-1.70966,-24.383,2.955777778,1.55738458,4.72,1.83,1,,,
5.27135,-63.1472,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.28136,-1.70916,-24.3532,2.977972222,1.5573078,4.72,1.83,1,,,
5.28136,-62.9804,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.29136,-1.70866,-24.3239,2.999777778,1.55723451,4.72,1.83,1,,,
5.29136,-62.8137,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.30136,-1.70815,-24.2936,3.022472222,1.557159475,4.72,1.83,1,,,
5.30136,-62.6469,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.31136,-1.70764,-24.2633,3.045111111,1.557086185,4.72,1.83,1,,,
5.31136,-62.48,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.32137,-1.70711,-24.2324,3.068277778,1.55701115,4.72,1.83,1,,,
5.32137,-62.3132,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.33137,-1.70659,-24.2016,3.091416667,1.55693786,4.72,1.83,1,,,
5.33137,-62.1463,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.34137,-1.70607,-24.1708,3.114527778,1.556866315,4.72,1.83,1,,,
5.34137,-61.9795,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.35137,-1.70553,-24.1394,3.138083333,1.55679477,4.72,1.83,1,,,
5.35137,-61.8128,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.36138,-1.70499,-24.1073,3.162055556,1.55672148,4.72,1.83,1,,,
5.36138,-61.6461,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.37138,-1.70445,-24.0758,3.185416667,1.55665168,4.72,1.83,1,,,
5.37138,-61.4795,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.38138,-1.70391,-24.0446,3.208472222,1.55658188,4.72,1.83,1,,,
5.38138,-61.3129,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.39138,-1.70336,-24.0123,3.232222222,1.55651208,4.72,1.83,1,,,
5.39138,-61.1463,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.40139,-1.7028,-23.9794,3.256277778,1.55643879,4.72,1.83,1,,,
5.40139,-60.9797,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.41139,-1.70223,-23.9466,3.280111111,1.556367245,4.72,1.83,1,,,
5.41139,-60.813,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.42139,-1.70167,-23.9139,3.303777778,1.556297445,4.72,1.83,1,,,
5.42139,-60.6463,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.43139,-1.70109,-23.8806,3.327694444,1.556224155,4.72,1.83,1,,,
5.43139,-60.4796,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.4414,-1.7005,-23.8467,3.352027778,1.556150865,4.72,1.83,1,,,
5.4414,-60.3129,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.4514,-1.69992,-23.8136,3.375694444,1.556077575,4.72,1.83,1,,,
5.4514,-60.1462,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.4614,-1.69937,-23.7822,3.398111111,1.556007775,4.72,1.83,1,,,
5.4614,-59.9794,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.4714,-1.69873,-23.7459,3.423944444,1.555927505,4.72,1.83,1,,,
5.4714,-59.8127,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.48141,-1.69811,-23.711,3.448722222,1.55584898,4.72,1.83,1,,,
5.48141,-59.646,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.49141,-1.6975,-23.6766,3.473055556,1.555770455,4.72,1.83,1,,,
5.49141,-59.4792,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.50141,-1.69686,-23.6414,3.497861111,1.55568844,4.72,1.83,1,,,
5.50141,-59.3128,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.51141,-1.69623,-23.6063,3.522472222,1.555606425,4.72,1.83,1,,,
5.51141,-59.1467,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.52142,-1.69558,-23.5706,3.547305556,1.555522665,4.72,1.83,1,,,
5.52142,-58.9806,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.53142,-1.69494,-23.5355,3.571527778,1.55544065,4.72,1.83,1,,,
5.53142,-58.8144,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.54142,-1.69428,-23.5002,3.595805556,1.55535689,4.72,1.83,1,,,
5.54142,-58.6483,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.55142,-1.69361,-23.4637,3.620722222,1.55526964,4.72,1.83,1,,,
5.55142,-58.4819,-1.7,16.66666667,0.0,4.72,1.83,4,,,
5.56143,-1.69293,-23.4272,3.645472222,1.555180645,4.72,1.83,1,,,
5.56143,-58.3154,-1.7,16.66666667,0.0,4.72,1.83,4,,,
