Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle Number,TDM (s),MFD (m),EI (m/s)
7.55194,-25.154,-1.7,16.66666667,0.0,4.72,1.83,4,1.49,-2.0,1.34
7.56194,-1.35375,-12.3301,5.747027778,1.530384195,4.72,1.83,1,1.48,-1.93,1.3
7.56194,-24.9835,-1.7,16.66666667,0.0,4.72,1.83,4,1.48,-1.93,1.3
7.57194,-1.35132,-12.2738,5.698722222,1.53025332,4.72,1.83,1,1.47,-1.85,1.26
7.57194,-24.8129,-1.7,16.66666667,0.0,4.72,1.83,4,1.47,-1.85,1.26
7.58195,-1.34887,-12.2174,5.649,1.530122445,4.72,1.83,1,1.46,-1.77,1.21
7.58195,-24.6424,-1.7,16.66666667,0.0,4.72,1.83,4,1.46,-1.77,1.21
7.59195,-1.34642,-12.1611,5.598194444,1.52999157,4.72,1.83,1,1.45,-1.7,1.17
7.59195,-24.4718,-1.7,16.66666667,0.0,4.72,1.83,4,1.45,-1.7,1.17
7.60195,-1.34397,-12.1048,5.545944444,1.529860695,4.72,1.83,1,1.45,-1.62,1.12
7.60195,-24.3035,-1.7,16.66666667,0.0,4.72,1.83,4,1.45,-1.62,1.12
7.61195,-1.34158,-12.0503,5.493916667,1.52973331,4.72,1.83,1,1.44,-1.54,1.07
7.61195,-24.1368,-1.7,16.66666667,0.0,4.72,1.83,4,1.44,-1.54,1.07
7.62196,-1.33916,-11.9952,5.440277778,1.529605925,4.72,1.83,1,1.43,-1.46,1.02
7.62196,-23.97,-1.7,16.66666667,0.0,4.72,1.83,4,1.43,-1.46,1.02
7.63196,-1.33677,-11.9409,5.386611111,1.529480285,4.72,1.83,1,1.42,-1.38,0.97
7.63196,-23.8032,-1.7,16.66666667,0.0,4.72,1.83,4,1.42,-1.38,0.97
7.64196,-1.33443,-11.8879,5.333305556,1.52935639,4.72,1.83,1,1.41,-1.3,0.92
7.64196,-23.6365,-1.7,16.66666667,0.0,4.72,1.83,4,1.41,-1.3,0.92
7.65196,-1.33207,-11.8347,5.278861111,1.529232495,4.72,1.83,1,1.4,-1.22,0.87
7.65196,-23.4697,-1.7,16.66666667,0.0,4.72,1.83,4,1.4,-1.22,0.87
7.66197,-1.32973,-11.7821,5.223166667,1.529110345,4.72,1.83,1,1.39,-1.14,0.82
7.66197,-23.303,-1.7,16.66666667,0.0,4.72,1.83,4,1.39,-1.14,0.82
7.67197,-1.32743,-11.7305,5.166972222,1.52898994,4.72,1.83,1,1.38,-1.06,0.76
7.67197,-23.1363,-1.7,16.66666667,0.0,4.72,1.83,4,1.38,-1.06,0.76
7.68197,-1.32512,-11.6788,5.10925,1.528869535,4.72,1.83,1,1.37,-0.97,0.71
7.68197,-22.9695,-1.7,16.66666667,0.0,4.72,1.83,4,1.37,-0.97,0.71
7.69197,-1.32286,-11.6284,5.051388889,1.52875262,4.72,1.83,1,1.36,-0.89,0.65
7.69197,-22.8028,-1.7,16.66666667,0.0,4.72,1.83,4,1.36,-0.89,0.65
7.70198,-1.32059,-11.5778,4.991888889,1.52863396,4.72,1.83,1,1.35,-0.8,0.59
7.70198,-22.6362,-1.7,16.66666667,0.0,4.72,1.83,4,1.35,-0.8,0.59
7.71198,-1.31838,-11.5287,4.933083333,1.528520535,4.72,1.83,1,1.34,-0.72,0.53
7.71198,-22.4696,-1.7,16.66666667,0.0,4.72,1.83,4,1.34,-0.72,0.53
7.72198,-1.31616,-11.4796,4.873444444,1.528405365,4.72,1.83,1,1.33,-0.63,0.47
7.72198,-22.3031,-1.7,16.66666667,0.0,4.72,1.83,4,1.33,-0.63,0.47
7.73198,-1.31399,-11.4318,4.814444444,1.528293685,4.72,1.83,1,1.32,-0.55,0.41
7.73198,-22.1365,-1.7,16.66666667,0.0,4.72,1.83,4,1.32,-0.55,0.41
7.74199,-1.31182,-11.3839,4.754638889,1.528182005,4.72,1.83,1,1.31,-0.47,0.35
7.74199,-21.97,-1.7,16.66666667,0.0,4.72,1.83,4,1.31,-0.47,0.35
7.75199,-1.30967,-11.3366,4.694638889,1.52807207,4.72,1.83,1,1.31,-0.38,0.29
7.75199,-21.8032,-1.7,16.66666667,0.0,4.72,1.83,4,1.31,-0.38,0.29
7.76199,-1.30751,-11.2894,4.6335,1.527962135,4.72,1.83,1,1.3,-0.3,0.23
7.76199,-21.6364,-1.7,16.66666667,0.0,4.72,1.83,4,1.3,-0.3,0.23
7.77199,-1.3054,-11.2433,4.572777778,1.527853945,4.72,1.83,1,1.29,-0.21,0.16
7.77199,-21.4696,-1.7,16.66666667,0.0,4.72,1.83,4,1.29,-0.21,0.16
7.782,-1.30333,-11.198,4.512,1.527749245,4.72,1.83,1,1.28,-0.13,0.1
7.782,-21.3028,-1.7,16.66666667,0.0,4.72,1.83,4,1.28,-0.13,0.1
7.792,-1.30129,-11.1538,4.451888889,1.52764629,4.72,1.83,1,1.27,-0.04,0.03
7.792,-21.136,-1.7,16.66666667,0.0,4.72,1.83,4,1.27,-0.04,0.03
7.802,-1.29926,-11.1097,4.391,1.52754508,4.72,1.83,1,1.26,0.04,-0.03
7.802,-20.9695,-1.7,16.66666667,0.0,4.72,1.83,4,1.26,0.04,-0.03
7.812,-1.29726,-11.0665,4.330111111,1.52744387,4.72,1.83,1,1.25,0.12,-0.1
7.812,-20.8034,-1.7,16.66666667,0.0,4.72,1.83,4,1.25,0.12,-0.1
7.82201,-1.29525,-11.0231,4.267694444,1.52734266,4.72,1.83,1,1.24,0.21,-0.17
7.82201,-20.6372,-1.7,16.66666667,0.0,4.72,1.83,4,1.24,0.21,-0.17
7.83201,-1.2933,-10.9811,4.206111111,1.52724494,4.72,1.83,1,1.23,0.29,-0.24
7.83201,-20.471,-1.7,16.66666667,0.0,4.72,1.83,4,1.23,0.29,-0.24
7.84201,-1.29133,-10.9387,4.142722222,1.52714722,4.72,1.83,1,1.22,0.37,-0.31
7.84201,-20.3049,-1.7,16.66666667,0.0,4.72,1.83,4,1.22,0.37,-0.31
7.85202,-1.28942,-10.8978,4.080222222,1.52705299,4.72,1.83,1,1.21,0.46,-0.38
7.85202,-20.1381,-1.7,16.66666667,0.0,4.72,1.83,4,1.21,0.46,-0.38
7.86202,-1.28754,-10.8576,4.017527778,1.526960505,4.72,1.83,1,1.2,0.54,-0.45
7.86202,-19.9709,-1.7,16.66666667,0.0,4.72,1.83,4,1.2,0.54,-0.45
7.87202,-1.28569,-10.8181,3.954972222,1.52686802,4.72,1.83,1,1.19,0.62,-0.52
7.87202,-19.8037,-1.7,16.66666667,0.0,4.72,1.83,4,1.19,0.62,-0.52
7.88202,-1.28383,-10.7785,3.891333333,1.52677728,4.72,1.83,1,1.18,0.71,-0.6
7.88202,-19.6365,-1.7,16.66666667,0.0,4.72,1.83,4,1.18,0.71,-0.6
7.89203,-1.28203,-10.7404,3.828777778,1.526688285,4.72,1.83,1,1.17,0.79,-0.67
7.89203,-19.4693,-1.7,16.66666667,0.0,4.72,1.83,4,1.17,0.79,-0.67
7.90203,-1.28022,-10.7019,3.764638889,1.526601035,4.72,1.83,1,1.16,0.87,-0.75
7.90203,-19.3023,-1.7,16.66666667,0.0,4.72,1.83,4,1.16,0.87,-0.75
7.91203,-1.27846,-10.6646,3.700972222,1.526513785,4.72,1.83,1,1.15,0.95,-0.83
7.91203,-19.1356,-1.7,16.66666667,0.0,4.72,1.83,4,1.15,0.95,-0.83
7.92203,-1.27671,-10.6278,3.636722222,1.526430025,4.72,1.83,1,1.14,1.03,-0.91
7.92203,-18.9689,-1.7,16.66666667,0.0,4.72,1.83,4,1.14,1.03,-0.91
7.93204,-1.275,-10.5917,3.57125,1.526346265,4.72,1.83,1,1.13,1.12,-0.99
7.93204,-18.8021,-1.7,16.66666667,0.0,4.72,1.83,4,1.13,1.12,-0.99
7.94204,-1.27333,-10.5565,3.504361111,1.526265995,4.72,1.83,1,1.12,1.2,-1.08
7.94204,-18.6354,-1.7,16.66666667,0.0,4.72,1.83,4,1.12,1.2,-1.08
7.95204,-1.27166,-10.5214,3.435416667,1.526185725,4.72,1.83,1,1.1,1.29,-1.16
7.95204,-18.4687,-1.7,16.66666667,0.0,4.72,1.83,4,1.1,1.29,-1.16
7.96204,-1.27006,-10.4879,3.367888889,1.526108945,4.72,1.83,1,1.09,1.37,-1.25
7.96204,-18.3019,-1.7,16.66666667,0.0,4.72,1.83,4,1.09,1.37,-1.25
7.97205,-1.26848,-10.4547,3.299111111,1.526032165,4.72,1.83,1,1.08,1.45,-1.34
7.97205,-18.1351,-1.7,16.66666667,0.0,4.72,1.83,4,1.08,1.45,-1.34
7.98205,-1.26694,-10.4225,3.230666667,1.525958875,4.72,1.83,1,1.07,1.54,-1.43
7.98205,-17.9684,-1.7,16.66666667,0.0,4.72,1.83,4,1.07,1.54,-1.43
7.99205,-1.2654,-10.3905,3.161138889,1.525885585,4.72,1.83,1,1.06,1.62,-1.53
7.99205,-17.8016,-1.7,16.66666667,0.0,4.72,1.83,4,1.06,1.62,-1.53
8.00205,-1.26387,-10.3587,3.090361111,1.525812295,4.72,1.83,1,1.05,1.71,-1.62
8.00205,-17.6352,-1.7,16.66666667,0.0,4.72,1.83,4,1.05,1.71,-1.62
8.01206,-1.26243,-10.3286,3.021833333,1.525742495,4.72,1.83,1,1.04,1.79,-1.72
8.01206,-17.4691,-1.7,16.66666667,0.0,4.72,1.83,4,1.04,1.79,-1.72
8.02206,-1.261,-10.299,2.952611111,1.525676185,4.72,1.83,1,1.03,1.87,-1.82
8.02206,-17.303,-1.7,16.66666667,0.0,4.72,1.83,4,1.03,1.87,-1.82
8.03206,-1.25961,-10.2701,2.8835,1.525609875,4.72,1.83,1,1.02,1.95,-1.92
8.03206,-17.1368,-1.7,16.66666667,0.0,4.72,1.83,4,1.02,1.95,-1.92
8.04206,-1.25821,-10.2412,2.812333333,1.525543565,4.72,1.83,1,1.01,2.04,-2.02
8.04206,-16.9707,-1.7,16.66666667,0.0,4.72,1.83,4,1.01,2.04,-2.02
8.05207,-1.25689,-10.2138,2.743272222,1.525480745,4.72,1.83,1,1.0,2.12,-2.12
8.05207,-16.8039,-1.7,16.66666667,0.0,4.72,1.83,4,1.0,2.12,-2.12
8.06207,-1.25557,-10.1865,2.673858333,1.52541967,4.72,1.83,1,0.99,2.2,-2.23
8.06207,-16.6366,-1.7,16.66666667,0.0,4.72,1.83,4,0.99,2.2,-2.23
8.07207,-1.25429,-10.1603,2.608488889,1.525358595,4.72,1.83,1,0.98,2.27,-2.33
8.07207,-16.4694,-1.7,16.66666667,0.0,4.72,1.83,4,0.98,2.27,-2.33
8.08207,-1.25303,-10.1342,2.542916667,1.525299265,4.72,1.83,1,0.96,2.35,-2.43
8.08207,-16.3021,-1.7,16.66666667,0.0,4.72,1.83,4,0.96,2.35,-2.43
8.09208,-1.2518,-10.1089,2.478183333,1.525243425,4.72,1.83,1,0.95,2.42,-2.54
8.09208,-16.1349,-1.7,16.66666667,0.0,4.72,1.83,4,0.95,2.42,-2.54
8.10208,-1.25061,-10.0847,2.415086111,1.525187585,4.72,1.83,1,0.94,2.49,-2.64
8.10208,-15.9682,-1.7,16.66666667,0.0,4.72,1.83,4,0.94,2.49,-2.64
8.11208,-1.24947,-10.0612,2.3529,1.52513349,4.72,1.83,1,0.93,2.56,-2.75
8.11208,-15.8019,-1.7,16.66666667,0.0,4.72,1.83,4,0.93,2.56,-2.75
8.12208,-1.24833,-10.0379,2.290094444,1.52508114,4.72,1.83,1,0.92,2.63,-2.85
8.12208,-15.6356,-1.7,16.66666667,0.0,4.72,1.83,4,0.92,2.63,-2.85
8.13209,-1.24724,-10.0155,2.228219444,1.525030535,4.72,1.83,1,0.91,2.7,-2.96
8.13209,-15.4693,-1.7,16.66666667,0.0,4.72,1.83,4,0.91,2.7,-2.96
8.14209,-1.24616,-9.99348,2.165694444,1.524981675,4.72,1.83,1,0.9,2.76,-3.07
8.14209,-15.303,-1.7,16.66666667,0.0,4.72,1.83,4,0.9,2.76,-3.07
8.15209,-1.24512,-9.97229,2.104513889,1.524932815,4.72,1.83,1,0.89,2.83,-3.19
8.15209,-15.1364,-1.7,16.66666667,0.0,4.72,1.83,4,0.89,2.83,-3.19
8.16209,-1.24409,-9.95123,2.042761111,1.5248857,4.72,1.83,1,0.88,2.89,-3.3
8.16209,-14.9696,-1.7,16.66666667,0.0,4.72,1.83,4,0.88,2.89,-3.3
8.1721,-1.24313,-9.93175,1.984338889,1.524842075,4.72,1.83,1,0.87,2.95,-3.41
8.1721,-14.8028,-1.7,16.66666667,0.0,4.72,1.83,4,0.87,2.95,-3.41
8.1821,-1.24216,-9.91201,1.923572222,1.524796705,4.72,1.83,1,0.85,3.02,-3.53
8.1821,-14.636,-1.7,16.66666667,0.0,4.72,1.83,4,0.85,3.02,-3.53
8.1921,-1.24123,-9.89312,1.863833333,1.524754825,4.72,1.83,1,0.84,3.08,-3.65
8.1921,-14.4692,-1.7,16.66666667,0.0,4.72,1.83,4,0.84,3.08,-3.65
8.2021,-1.24032,-9.87457,1.803530556,1.524712945,4.72,1.83,1,0.83,3.14,-3.78
8.2021,-14.3025,-1.7,16.66666667,0.0,4.72,1.83,4,0.83,3.14,-3.78
8.21211,-1.23945,-9.8569,1.745113889,1.524674555,4.72,1.83,1,0.82,3.2,-3.9
8.21211,-14.1358,-1.7,16.66666667,0.0,4.72,1.83,4,0.82,3.2,-3.9
8.22211,-1.23861,-9.8397,1.689672222,1.524636165,4.72,1.83,1,0.81,3.25,-4.02
8.22211,-13.9692,-1.7,16.66666667,0.0,4.72,1.83,4,0.81,3.25,-4.02
8.23211,-1.2378,-9.8233,1.6376,1.524601265,4.72,1.83,1,0.8,3.3,-4.14
8.23211,-13.8026,-1.7,16.66666667,0.0,4.72,1.83,4,0.8,3.3,-4.14
8.24212,-1.23701,-9.80738,1.587072222,1.524566365,4.72,1.83,1,0.79,3.35,-4.26
8.24212,-13.636,-1.7,16.66666667,0.0,4.72,1.83,4,0.79,3.35,-4.26
8.25212,-1.23621,-9.79111,1.541663889,1.524531465,4.72,1.83,1,0.78,3.4,-4.38
8.25212,-13.4694,-1.7,16.66666667,0.0,4.72,1.83,4,0.78,3.4,-4.38
8.26212,-1.23549,-9.77646,1.512180556,1.52449831,4.72,1.83,1,0.77,3.43,-4.48
8.26212,-13.3027,-1.7,16.66666667,0.0,4.72,1.83,4,0.77,3.43,-4.48
8.27212,-1.23475,-9.76145,1.483691667,1.5244669,4.72,1.83,1,0.75,3.45,-4.58
8.27212,-13.136,-1.7,16.66666667,0.0,4.72,1.83,4,0.75,3.45,-4.58
8.28213,-1.23403,-9.74682,1.458047222,1.52443549,4.72,1.83,1,0.74,3.48,-4.67
8.28213,-12.9693,-1.7,16.66666667,0.0,4.72,1.83,4,0.74,3.48,-4.67
8.29213,-1.23331,-9.7323,1.433744444,1.524402335,4.72,1.83,1,0.73,3.5,-4.77
8.29213,-12.8026,-1.7,16.66666667,0.0,4.72,1.83,4,0.73,3.5,-4.77
8.30213,-1.23261,-9.71808,1.411077778,1.52437267,4.72,1.83,1,0.72,3.52,-4.87
8.30213,-12.6358,-1.7,16.66666667,0.0,4.72,1.83,4,0.72,3.52,-4.87
8.31213,-1.23192,-9.70406,1.394383333,1.52434126,4.72,1.83,1,0.71,3.54,-4.96
8.31213,-12.469,-1.7,16.66666667,0.0,4.72,1.83,4,0.71,3.54,-4.96
8.32214,-1.23123,-9.69017,1.385516667,1.524311595,4.72,1.83,1,0.7,3.54,-5.05
8.32214,-12.3022,-1.7,16.66666667,0.0,4.72,1.83,4,0.7,3.54,-5.05
8.33214,-1.23055,-9.67635,1.38155,1.524280185,4.72,1.83,1,0.69,3.55,-5.13
8.33214,-12.1353,-1.7,16.66666667,0.0,4.72,1.83,4,0.69,3.55,-5.13
8.34214,-1.22989,-9.66283,1.380083333,1.52425052,4.72,1.83,1,0.68,3.55,-5.2
8.34214,-11.9685,-1.7,16.66666667,0.0,4.72,1.83,4,0.68,3.55,-5.2
8.35214,-1.2292,-9.64901,1.37985,1.524220855,4.72,1.83,1,0.67,3.55,-5.28
8.35214,-11.8015,-1.7,16.66666667,0.0,4.72,1.83,4,0.67,3.55,-5.28
8.36215,-1.22852,-9.6351,1.380336111,1.524189445,4.72,1.83,1,0.66,3.55,-5.36
8.36215,-11.6344,-1.7,16.66666667,0.0,4.72,1.83,4,0.66,3.55,-5.36
8.37215,-1.22783,-9.6213,1.381225,1.52415978,4.72,1.83,1,0.65,3.55,-5.44
8.37215,-11.4674,-1.7,16.66666667,0.0,4.72,1.83,4,0.65,3.55,-5.44
8.38215,-1.22716,-9.60772,1.382291667,1.52412837,4.72,1.83,1,0.64,3.55,-5.52
8.38215,-11.3003,-1.7,16.66666667,0.0,4.72,1.83,4,0.64,3.55,-5.52
8.39215,-1.22648,-9.594,1.383455556,1.524098705,4.72,1.83,1,0.63,3.55,-5.61
8.39215,-11.1332,-1.7,16.66666667,0.0,4.72,1.83,4,0.63,3.55,-5.61
8.40216,-1.22579,-9.57995,1.384688889,1.524067295,4.72,1.83,1,0.62,3.54,-5.7
8.40216,-10.9664,-1.7,16.66666667,0.0,4.72,1.83,4,0.62,3.54,-5.7
8.41216,-1.2251,-9.56614,1.385902778,1.524035885,4.72,1.83,1,0.61,3.54,-5.79
8.41216,-10.7997,-1.7,16.66666667,0.0,4.72,1.83,4,0.61,3.54,-5.79
8.42216,-1.22442,-9.55233,1.3871,1.52400622,4.72,1.83,1,0.6,3.54,-5.88
8.42216,-10.633,-1.7,16.66666667,0.0,4.72,1.83,4,0.6,3.54,-5.88
8.43216,-1.22373,-9.53848,1.388266667,1.52397481,4.72,1.83,1,0.59,3.54,-5.98
8.43216,-10.4663,-1.7,16.66666667,0.0,4.72,1.83,4,0.59,3.54,-5.98
8.44217,-1.22303,-9.52442,1.389413889,1.5239434,4.72,1.83,1,0.58,3.54,-6.08
8.44217,-10.2996,-1.7,16.66666667,0.0,4.72,1.83,4,0.58,3.54,-6.08
8.45217,-1.22235,-9.51067,1.390483333,1.52391199,4.72,1.83,1,0.57,3.54,-6.19
8.45217,-10.1329,-1.7,16.66666667,0.0,4.72,1.83,4,0.57,3.54,-6.19
8.46217,-1.22166,-9.49685,1.391505556,1.523882325,4.72,1.83,1,0.56,3.54,-6.3
8.46217,-9.96619,-1.7,16.66666667,0.0,4.72,1.83,4,0.56,3.54,-6.3
8.47217,-1.22097,-9.48301,1.392480556,1.523850915,4.72,1.83,1,0.55,3.54,-6.41
8.47217,-9.79947,-1.7,16.66666667,0.0,4.72,1.83,4,0.55,3.54,-6.41
8.48218,-1.22026,-9.46893,1.393416667,1.523819505,4.72,1.83,1,0.54,3.54,-6.53
8.48218,-9.63275,-1.7,16.66666667,0.0,4.72,1.83,4,0.54,3.54,-6.53
8.49218,-1.21957,-9.45513,1.394283333,1.52378984,4.72,1.83,1,0.53,3.54,-6.65
8.49218,-9.46603,-1.7,16.66666667,0.0,4.72,1.83,4,0.53,3.54,-6.65
8.50218,-1.21887,-9.44108,1.395108333,1.52375843,4.72,1.83,1,0.52,3.54,-6.77
8.50218,-9.29938,-1.7,16.66666667,0.0,4.72,1.83,4,0.52,3.54,-6.77
8.51218,-1.21818,-9.42726,1.395872222,1.523728765,4.72,1.83,1,0.51,3.54,-6.9
8.51218,-9.13278,-1.7,16.66666667,0.0,4.72,1.83,4,0.51,3.54,-6.9
8.52219,-1.21748,-9.41329,1.396597222,1.523697355,4.72,1.83,1,0.5,3.54,-7.04
8.52219,-8.96618,-1.7,16.66666667,0.0,4.72,1.83,4,0.5,3.54,-7.04
8.53219,-1.21679,-9.39947,1.397266667,1.523665945,4.72,1.83,1,0.49,3.54,-7.18
8.53219,-8.79958,-1.7,16.66666667,0.0,4.72,1.83,4,0.49,3.54,-7.18
8.54219,-1.21609,-9.38553,1.397894444,1.52363628,4.72,1.83,1,0.48,3.54,-7.33
8.54219,-8.63297,-1.7,16.66666667,0.0,4.72,1.83,4,0.48,3.54,-7.33
8.55219,-1.21538,-9.37152,1.398486111,1.52360487,4.72,1.83,1,0.47,3.53,-7.48
8.55219,-8.46621,-1.7,16.66666667,0.0,4.72,1.83,4,0.47,3.53,-7.48
8.5622,-1.21467,-9.35734,1.39905,1.52357346,4.72,1.83,1,0.46,3.53,-7.64
8.5622,-8.29935,-1.7,16.66666667,0.0,4.72,1.83,4,0.46,3.53,-7.64
8.5722,-1.21396,-9.34333,1.399569444,1.523543795,4.72,1.83,1,0.45,3.53,-7.81
8.5722,-8.13249,-1.7,16.66666667,0.0,4.72,1.83,4,0.45,3.53,-7.81
8.5822,-1.21327,-9.32957,1.400055556,1.523512385,4.72,1.83,1,0.44,3.53,-7.99
8.5822,-7.96562,-1.7,16.66666667,0.0,4.72,1.83,4,0.44,3.53,-7.99
8.5922,-1.21257,-9.31566,1.40055,1.52348272,4.72,1.83,1,0.43,3.53,-8.17
8.5922,-7.79876,-1.7,16.66666667,0.0,4.72,1.83,4,0.43,3.53,-8.17
8.60221,-1.21185,-9.30144,1.401086111,1.52345131,4.72,1.83,1,0.42,3.53,-8.37
8.60221,-7.63207,-1.7,16.66666667,0.0,4.72,1.83,4,0.42,3.53,-8.37
8.61221,-1.21116,-9.28766,1.401641667,1.5234199,4.72,1.83,1,0.41,3.53,-8.57
8.61221,-7.46548,-1.7,16.66666667,0.0,4.72,1.83,4,0.41,3.53,-8.57
8.62221,-1.21044,-9.27352,1.402247222,1.523390235,4.72,1.83,1,0.4,3.53,-8.78
8.62221,-7.2989,-1.7,16.66666667,0.0,4.72,1.83,4,0.4,3.53,-8.78
8.63222,-1.20974,-9.25959,1.402880556,1.523358825,4.72,1.83,1,0.39,3.53,-9.0
8.63222,-7.13231,-1.7,16.66666667,0.0,4.72,1.83,4,0.39,3.53,-9.0
8.64222,-1.20903,-9.24562,1.403552778,1.52332916,4.72,1.83,1,0.38,3.53,-9.24
8.64222,-6.96573,-1.7,16.66666667,0.0,4.72,1.83,4,0.38,3.53,-9.24
8.65222,-1.20834,-9.23179,1.404280556,1.52329775,4.72,1.83,1,0.37,3.53,-9.48
8.65222,-6.79908,-1.7,16.66666667,0.0,4.72,1.83,4,0.37,3.53,-9.48
8.66222,-1.20762,-9.21767,1.405119444,1.52326634,4.72,1.83,1,0.36,3.53,-9.74
8.66222,-6.63239,-1.7,16.66666667,0.0,4.72,1.83,4,0.36,3.53,-9.74
8.67223,-1.20691,-9.20351,1.406055556,1.523236675,4.72,1.83,1,0.35,3.53,-10.02
8.67223,-6.46569,-1.7,16.66666667,0.0,4.72,1.83,4,0.35,3.53,-10.02
8.68223,-1.20619,-9.18939,1.407088889,1.523205265,4.72,1.83,1,0.34,3.53,-10.31
8.68223,-6.299,-1.7,16.66666667,0.0,4.72,1.83,4,0.34,3.53,-10.31
8.69223,-1.20548,-9.17545,1.40825,1.523173855,4.72,1.83,1,0.33,3.53,-10.61
8.69223,-6.13231,-1.7,16.66666667,0.0,4.72,1.83,4,0.33,3.53,-10.61
8.70223,-1.20477,-9.16128,1.409583333,1.523142445,4.72,1.83,1,0.32,3.53,-10.94
8.70223,-5.96588,-1.7,16.66666667,0.0,4.72,1.83,4,0.32,3.53,-10.94
8.71224,-1.20405,-9.14715,1.411063889,1.523111035,4.72,1.83,1,0.31,3.53,-11.28
8.71224,-5.7996,-1.7,16.66666667,0.0,4.72,1.83,4,0.31,3.53,-11.28
8.72224,-1.20333,-9.13297,1.412708333,1.52308137,4.72,1.83,1,0.3,3.53,-11.65
8.72224,-5.63332,-1.7,16.66666667,0.0,4.72,1.83,4,0.3,3.53,-11.65
8.73224,-1.20264,-9.11935,1.414458333,1.52304996,4.72,1.83,1,0.29,3.53,-12.04
8.73224,-5.46704,-1.7,16.66666667,0.0,4.72,1.83,4,0.29,3.53,-12.04
8.74224,-1.20192,-9.10518,1.416458333,1.52301855,4.72,1.83,1,0.28,3.53,-12.46
8.74224,-5.30076,-1.7,16.66666667,0.0,4.72,1.83,4,0.28,3.53,-12.46
8.75225,-1.2012,-9.091,1.418644444,1.52298714,4.72,1.83,1,0.27,3.52,-12.91
8.75225,-5.13398,-1.7,16.66666667,0.0,4.72,1.83,4,0.27,3.52,-12.91
8.76225,-1.20046,-9.07654,1.421072222,1.52295573,4.72,1.83,1,0.26,3.52,-13.4
8.76225,-4.9669,-1.7,16.66666667,0.0,4.72,1.83,4,0.26,3.52,-13.4
8.77225,-1.19974,-9.06234,1.423683333,1.52292432,4.72,1.83,1,0.25,3.52,-13.92
8.77225,-4.79982,-1.7,16.66666667,0.0,4.72,1.83,4,0.25,3.52,-13.92
8.78225,-1.19902,-9.04815,1.426516667,1.52289291,4.72,1.83,1,0.24,3.52,-14.49
8.78225,-4.63273,-1.7,16.66666667,0.0,4.72,1.83,4,0.24,3.52,-14.49
8.79226,-1.1983,-9.03401,1.429563889,1.5228615,4.72,1.83,1,0.23,3.52,-15.1
8.79226,-4.46565,-1.7,16.66666667,0.0,4.72,1.83,4,0.23,3.52,-15.1
8.80226,-1.19757,-9.01968,1.432883333,1.52283009,4.72,1.83,1,0.22,3.52,-15.76
8.80226,-4.29879,-1.7,16.66666667,0.0,4.72,1.83,4,0.22,3.52,-15.76
8.81226,-1.19684,-9.00532,1.436561111,1.52279868,4.72,1.83,1,0.21,3.52,-16.49
8.81226,-4.13205,-1.7,16.66666667,0.0,4.72,1.83,4,0.21,3.52,-16.49
8.82226,-1.19611,-8.99108,1.440613889,1.52276727,4.72,1.83,1,0.2,3.52,-17.29
8.82226,-3.96532,-1.7,16.66666667,0.0,4.72,1.83,4,0.2,3.52,-17.29
8.83227,-1.19537,-8.97663,1.445141667,1.52273586,4.72,1.83,1,0.19,3.51,-18.16
8.83227,-3.79859,-1.7,16.66666667,0.0,4.72,1.83,4,0.19,3.51,-18.16
8.84227,-1.19462,-8.96193,1.450166667,1.522702705,4.72,1.83,1,0.18,3.51,-19.12
8.84227,-3.63186,-1.7,16.66666667,0.0,4.72,1.83,4,0.18,3.51,-19.12
8.85227,-1.19388,-8.94738,1.455594444,1.522671295,4.72,1.83,1,0.17,3.51,-20.2
8.85227,-3.46538,-1.7,16.66666667,0.0,4.72,1.83,4,0.17,3.51,-20.2
8.86227,-1.19314,-8.93301,1.461363889,1.522639885,4.72,1.83,1,0.16,3.51,-21.4
8.86227,-3.29904,-1.7,16.66666667,0.0,4.72,1.83,4,0.16,3.51,-21.4
8.87228,-1.19241,-8.91868,1.467511111,1.522608475,4.72,1.83,1,0.15,3.51,-22.75
8.87228,-3.1327,-1.7,16.66666667,0.0,4.72,1.83,4,0.15,3.51,-22.75
8.88228,-1.19164,-8.90377,1.474319444,1.52257532,4.72,1.83,1,0.14,3.5,-24.28
8.88228,-2.96636,-1.7,16.66666667,0.0,4.72,1.83,4,0.14,3.5,-24.28
8.89228,-1.1909,-8.88917,1.481430556,1.522542165,4.72,1.83,1,0.13,3.5,-26.03
8.89228,-2.80002,-1.7,16.66666667,0.0,4.72,1.83,4,0.13,3.5,-26.03
8.90228,-1.19013,-8.87418,1.489208333,1.52250901,4.72,1.83,1,0.12,3.5,-28.05
8.90228,-2.63345,-1.7,16.66666667,0.0,4.72,1.83,4,0.12,3.5,-28.05
8.91229,-1.18936,-8.85919,1.49745,1.522475855,4.72,1.83,1,0.11,3.5,-30.42
8.91229,-2.46675,-1.7,16.66666667,0.0,4.72,1.83,4,0.11,3.5,-30.42
8.92229,-1.18858,-8.84413,1.5062,1.5224427,4.72,1.83,1,0.11,3.49,-33.23
8.92229,-2.30005,-1.7,16.66666667,0.0,4.72,1.83,4,0.11,3.49,-33.23
8.93229,-1.18781,-8.82917,1.515394444,1.522409545,4.72,1.83,1,0.1,3.49,-36.6
