Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle ID,Q_Veh_ID,TDM (s),InDepth (m),EI (m/s)
0.0,-1.7452,-26.763,1.1153,1.5674,4.72,1.83,1,2,,,
0.0,-84.3202,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.01,-1.745,-26.7515,1.1244,1.5674,4.72,1.83,1,2,,,
0.01,-84.1534,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.02,-1.7449,-26.74,1.1335,1.5673,4.72,1.83,1,2,,,
0.02,-83.9865,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.03,-1.7448,-26.7286,1.1427,1.5673,4.72,1.83,1,2,,,
0.03,-83.8197,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.04,-1.7446,-26.717,1.152,1.5672,4.72,1.83,1,2,,,
0.04,-83.6528,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.05,-1.7445,-26.7056,1.1612,1.5671,4.72,1.83,1,2,,,
0.05,-83.4861,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.06,-1.7444,-26.6937,1.1707,1.5671,4.72,1.83,1,2,,,
0.06,-83.3193,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.07,-1.7443,-26.682,1.1802,1.567,4.72,1.83,1,2,,,
0.07,-83.1526,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.08,-1.7441,-26.67,1.1897,1.567,4.72,1.83,1,2,,,
0.08,-82.9859,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.09,-1.744,-26.6581,1.1992,1.5669,4.72,1.83,1,2,,,
0.09,-82.8192,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.1,-1.7438,-26.6459,1.2089,1.5668,4.72,1.83,1,2,,,
0.1,-82.6525,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.11,-1.7437,-26.6338,1.2186,1.5668,4.72,1.83,1,2,,,
0.11,-82.4857,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.12,-1.7436,-26.6214,1.2283,1.5667,4.72,1.83,1,2,,,
0.12,-82.3189,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.13,-1.7434,-26.6094,1.2377,1.5666,4.72,1.83,1,2,,,
0.13,-82.1522,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.14,-1.7433,-26.5969,1.2475,1.5666,4.72,1.83,1,2,,,
0.14,-81.9854,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.15,-1.7431,-26.5842,1.2574,1.5665,4.72,1.83,1,2,,,
0.15,-81.8186,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.16,-1.743,-26.5715,1.2672,1.5665,4.72,1.83,1,2,,,
0.16,-81.6518,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.17,-1.7428,-26.5589,1.2769,1.5664,4.72,1.83,1,2,,,
0.17,-81.485,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.18,-1.7427,-26.5462,1.2866,1.5663,4.72,1.83,1,2,,,
0.18,-81.3182,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.19,-1.7425,-26.5332,1.2965,1.5663,4.72,1.83,1,2,,,
0.19,-81.1514,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.2,-1.7424,-26.5201,1.3064,1.5662,4.72,1.83,1,2,,,
0.2,-80.9849,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.21,-1.7422,-26.5071,1.3162,1.5661,4.72,1.83,1,2,,,
0.21,-80.8186,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.22,-1.742,-26.4938,1.3262,1.5661,4.72,1.83,1,2,,,
0.22,-80.6523,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.23,-1.7419,-26.4803,1.3363,1.566,4.72,1.83,1,2,,,
0.23,-80.486,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.24,-1.7417,-26.4668,1.3463,1.5659,4.72,1.83,1,2,,,
0.24,-80.3197,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.25,-1.7416,-26.4533,1.3562,1.5658,4.72,1.83,1,2,,,
0.25,-80.153,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.26,-1.7414,-26.44,1.366,1.5658,4.72,1.83,1,2,,,
0.26,-79.986,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.27,-1.7412,-26.4263,1.376,1.5657,4.72,1.83,1,2,,,
0.27,-79.819,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.28,-1.741,-26.4123,1.3861,1.5656,4.72,1.83,1,2,,,
0.28,-79.652,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.29,-1.7409,-26.3983,1.3962,1.5656,4.72,1.83,1,2,,,
0.29,-79.485,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.3,-1.7407,-26.3843,1.4062,1.5655,4.72,1.83,1,2,,,
0.3,-79.3182,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.31,-1.7405,-26.3702,1.4163,1.5654,4.72,1.83,1,2,,,
0.31,-79.1515,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.32,-1.7403,-26.3558,1.4264,1.5654,4.72,1.83,1,2,,,
0.32,-78.9848,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.33,-1.7402,-26.3415,1.4365,1.5653,4.72,1.83,1,2,,,
0.33,-78.8181,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.34,-1.74,-26.3273,1.4464,1.5652,4.72,1.83,1,2,,,
0.34,-78.6514,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.35,-1.7398,-26.3128,1.4565,1.5651,4.72,1.83,1,2,,,
0.35,-78.4847,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.36,-1.7396,-26.298,1.4668,1.5651,4.72,1.83,1,2,,,
0.36,-78.318,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.37,-1.7394,-26.2835,1.4769,1.565,4.72,1.83,1,2,,,
0.37,-78.1512,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.38,-1.7392,-26.2685,1.4872,1.5649,4.72,1.83,1,2,,,
0.38,-77.9845,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.39,-1.739,-26.2535,1.4977,1.5648,4.72,1.83,1,2,,,
0.39,-77.8177,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.4,-1.7388,-26.2383,1.5081,1.5648,4.72,1.83,1,2,,,
0.4,-77.651,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.41,-1.7386,-26.2233,1.5186,1.5647,4.72,1.83,1,2,,,
0.41,-77.4843,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.42,-1.7384,-26.2081,1.5293,1.5646,4.72,1.83,1,2,,,
0.42,-77.3177,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.43,-1.7382,-26.1928,1.5403,1.5645,4.72,1.83,1,2,,,
0.43,-77.151,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.44,-1.738,-26.1773,1.5514,1.5644,4.72,1.83,1,2,,,
0.44,-76.9843,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.45,-1.7378,-26.1617,1.5627,1.5644,4.72,1.83,1,2,,,
0.45,-76.8176,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.46,-1.7376,-26.1472,1.5733,1.5643,4.72,1.83,1,2,,,
0.46,-76.6507,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.47,-1.7373,-26.1301,1.5858,1.5642,4.72,1.83,1,2,,,
0.47,-76.4838,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.48,-1.7371,-26.114,1.5977,1.5641,4.72,1.83,1,2,,,
0.48,-76.3169,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.49,-1.7369,-26.0983,1.6093,1.5641,4.72,1.83,1,2,,,
0.49,-76.15,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.5,-1.7367,-26.082,1.6213,1.564,4.72,1.83,1,2,,,
0.5,-75.9832,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.51,-1.7364,-26.0657,1.6333,1.5639,4.72,1.83,1,2,,,
0.51,-75.8165,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.52,-1.7362,-26.0493,1.6455,1.5638,4.72,1.83,1,2,,,
0.52,-75.6498,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.53,-1.736,-26.0329,1.6575,1.5637,4.72,1.83,1,2,,,
0.53,-75.483,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.54,-1.7358,-26.0162,1.6698,1.5636,4.72,1.83,1,2,,,
0.54,-75.3163,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.55,-1.7355,-25.9993,1.6822,1.5636,4.72,1.83,1,2,,,
0.55,-75.1498,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.56,-1.7353,-25.9822,1.6947,1.5635,4.72,1.83,1,2,,,
0.56,-74.9833,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.57,-1.735,-25.9652,1.7071,1.5634,4.72,1.83,1,2,,,
0.57,-74.8169,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.58,-1.7348,-25.9485,1.719,1.5633,4.72,1.83,1,2,,,
0.58,-74.6505,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.59,-1.7345,-25.9312,1.7314,1.5632,4.72,1.83,1,2,,,
0.59,-74.484,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.6,-1.7343,-25.9136,1.7438,1.5631,4.72,1.83,1,2,,,
0.6,-74.3173,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.61,-1.734,-25.8962,1.756,1.5631,4.72,1.83,1,2,,,
0.61,-74.1504,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.62,-1.7338,-25.8786,1.7682,1.563,4.72,1.83,1,2,,,
0.62,-73.9835,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.63,-1.7335,-25.8611,1.7803,1.5629,4.72,1.83,1,2,,,
0.63,-73.8165,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.64,-1.7332,-25.843,1.7928,1.5628,4.72,1.83,1,2,,,
0.64,-73.6496,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.65,-1.733,-25.8252,1.8049,1.5627,4.72,1.83,1,2,,,
0.65,-73.4828,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.66,-1.7327,-25.8068,1.8174,1.5626,4.72,1.83,1,2,,,
0.66,-73.316,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.67,-1.7324,-25.7887,1.8297,1.5625,4.72,1.83,1,2,,,
0.67,-73.1493,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.68,-1.7322,-25.77,1.8425,1.5625,4.72,1.83,1,2,,,
0.68,-72.9825,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.69,-1.7319,-25.7517,1.855,1.5624,4.72,1.83,1,2,,,
0.69,-72.8157,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.7,-1.7316,-25.7328,1.8681,1.5623,4.72,1.83,1,2,,,
0.7,-72.6491,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.71,-1.7313,-25.714,1.8811,1.5622,4.72,1.83,1,2,,,
0.71,-72.4825,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.72,-1.731,-25.695,1.8943,1.5621,4.72,1.83,1,2,,,
0.72,-72.316,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.73,-1.7308,-25.678,1.9062,1.562,4.72,1.83,1,2,,,
0.73,-72.1494,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.74,-1.7305,-25.6573,1.9207,1.562,4.72,1.83,1,2,,,
0.74,-71.9829,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.75,-1.7302,-25.6379,1.9344,1.5619,4.72,1.83,1,2,,,
0.75,-71.8165,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.76,-1.7299,-25.6183,1.9484,1.5618,4.72,1.83,1,2,,,
0.76,-71.6502,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.77,-1.7296,-25.5988,1.9624,1.5617,4.72,1.83,1,2,,,
0.77,-71.4839,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.78,-1.7293,-25.5795,1.9765,1.5616,4.72,1.83,1,2,,,
0.78,-71.3176,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.79,-1.729,-25.5594,1.9915,1.5615,4.72,1.83,1,2,,,
0.79,-71.1513,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.8,-1.7287,-25.5393,2.0067,1.5614,4.72,1.83,1,2,,,
0.8,-70.9846,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.81,-1.7284,-25.5192,2.0224,1.5613,4.72,1.83,1,2,,,
0.81,-70.8176,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.82,-1.728,-25.499,2.0384,1.5613,4.72,1.83,1,2,,,
0.82,-70.6505,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.83,-1.7277,-25.4785,2.0549,1.5612,4.72,1.83,1,2,,,
0.83,-70.4835,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.84,-1.7274,-25.4577,2.072,1.5611,4.72,1.83,1,2,,,
0.84,-70.3165,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.85,-1.7271,-25.4369,2.0892,1.561,4.72,1.83,1,2,,,
0.85,-70.1495,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.86,-1.7267,-25.4159,2.1066,1.5609,4.72,1.83,1,2,,,
0.86,-69.9825,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.87,-1.7264,-25.3949,2.1242,1.5608,4.72,1.83,1,2,,,
0.87,-69.8155,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.88,-1.7261,-25.3734,2.1422,1.5607,4.72,1.83,1,2,,,
0.88,-69.6485,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.89,-1.7257,-25.3519,2.1604,1.5606,4.72,1.83,1,2,,,
0.89,-69.4815,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.9,-1.7254,-25.3301,2.1787,1.5606,4.72,1.83,1,2,,,
0.9,-69.3147,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.91,-1.725,-25.3082,2.1973,1.5605,4.72,1.83,1,2,,,
0.91,-69.1479,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.92,-1.7246,-25.2859,2.2164,1.5604,4.72,1.83,1,2,,,
0.92,-68.9811,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.93,-1.7243,-25.2643,2.2349,1.5603,4.72,1.83,1,2,,,
0.93,-68.8144,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.94,-1.7239,-25.2418,2.2543,1.5602,4.72,1.83,1,2,,,
0.94,-68.6476,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.95,-1.7236,-25.2191,2.2739,1.5601,4.72,1.83,1,2,,,
0.95,-68.481,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.96,-1.7232,-25.196,2.2938,1.56,4.72,1.83,1,2,,,
0.96,-68.3145,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.97,-1.7228,-25.1728,2.3139,1.5599,4.72,1.83,1,2,,,
0.97,-68.148,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.98,-1.7224,-25.1492,2.3342,1.5598,4.72,1.83,1,2,,,
0.98,-67.9815,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
0.99,-1.7221,-25.1261,2.3542,1.5597,4.72,1.83,1,2,,,
0.99,-67.815,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.0,-1.7217,-25.1028,2.3743,1.5597,4.72,1.83,1,2,,,
1.0,-67.6483,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.01,-1.7213,-25.0791,2.3949,1.5596,4.72,1.83,1,2,,,
1.01,-67.4816,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.02,-1.7209,-25.0549,2.4159,1.5595,4.72,1.83,1,2,,,
1.02,-67.3149,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.03,-1.7205,-25.0305,2.4372,1.5594,4.72,1.83,1,2,,,
1.03,-67.1481,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.04,-1.7201,-25.0059,2.4586,1.5593,4.72,1.83,1,2,,,
1.04,-66.9814,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.05,-1.7197,-24.9815,2.4797,1.5592,4.72,1.83,1,2,,,
1.05,-66.8149,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.06,-1.7193,-24.9561,2.5015,1.5591,4.72,1.83,1,2,,,
1.06,-66.6487,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.07,-1.7188,-24.9309,2.5231,1.559,4.72,1.83,1,2,,,
1.07,-66.4825,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.08,-1.7184,-24.9055,2.5447,1.5589,4.72,1.83,1,2,,,
1.08,-66.3163,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.09,-1.718,-24.88,2.5663,1.5589,4.72,1.83,1,2,,,
1.09,-66.1501,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.1,-1.7176,-24.8561,2.5863,1.5588,4.72,1.83,1,2,,,
1.1,-65.9835,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.11,-1.7171,-24.8278,2.6099,1.5587,4.72,1.83,1,2,,,
1.11,-65.8167,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.12,-1.7167,-24.8026,2.6306,1.5586,4.72,1.83,1,2,,,
1.12,-65.6498,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.13,-1.7163,-24.7763,2.6521,1.5585,4.72,1.83,1,2,,,
1.13,-65.483,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.14,-1.7158,-24.7499,2.6735,1.5584,4.72,1.83,1,2,,,
1.14,-65.3162,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.15,-1.7154,-24.7225,2.6954,1.5584,4.72,1.83,1,2,,,
1.15,-65.1494,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.16,-1.7149,-24.6948,2.7175,1.5583,4.72,1.83,1,2,,,
1.16,-64.9826,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.17,-1.7145,-24.668,2.7386,1.5582,4.72,1.83,1,2,,,
1.17,-64.8159,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.18,-1.714,-24.6404,2.7601,1.5581,4.72,1.83,1,2,,,
1.18,-64.6491,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.19,-1.7135,-24.6127,2.7816,1.558,4.72,1.83,1,2,,,
1.19,-64.4824,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.2,-1.7131,-24.5846,2.8033,1.5579,4.72,1.83,1,2,,,
1.2,-64.3155,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.21,-1.7126,-24.5568,2.8246,1.5579,4.72,1.83,1,2,,,
1.21,-64.1485,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.22,-1.7121,-24.5282,2.8465,1.5578,4.72,1.83,1,2,,,
1.22,-63.9815,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.23,-1.7116,-24.4997,2.8681,1.5577,4.72,1.83,1,2,,,
1.23,-63.8145,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.24,-1.7112,-24.4708,2.8899,1.5576,4.72,1.83,1,2,,,
1.24,-63.6475,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.25,-1.7107,-24.4422,2.9115,1.5575,4.72,1.83,1,2,,,
1.25,-63.4807,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.26,-1.7102,-24.4127,2.9336,1.5575,4.72,1.83,1,2,,,
1.26,-63.3139,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.27,-1.7097,-24.383,2.9558,1.5574,4.72,1.83,1,2,,,
1.27,-63.1472,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.28,-1.7092,-24.3532,2.978,1.5573,4.72,1.83,1,2,,,
1.28,-62.9804,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.29,-1.7087,-24.3239,2.9998,1.5572,4.72,1.83,1,2,,,
1.29,-62.8137,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.3,-1.7082,-24.2936,3.0225,1.5572,4.72,1.83,1,2,,,
1.3,-62.6469,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.31,-1.7076,-24.2633,3.0451,1.5571,4.72,1.83,1,2,,,
1.31,-62.48,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.32,-1.7071,-24.2324,3.0683,1.557,4.72,1.83,1,2,,,
1.32,-62.3132,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.33,-1.7066,-24.2016,3.0914,1.5569,4.72,1.83,1,2,,,
1.33,-62.1463,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.34,-1.7061,-24.1708,3.1145,1.5569,4.72,1.83,1,2,,,
1.34,-61.9795,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.35,-1.7055,-24.1394,3.1381,1.5568,4.72,1.83,1,2,,,
1.35,-61.8128,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.36,-1.705,-24.1073,3.1621,1.5567,4.72,1.83,1,2,,,
1.36,-61.6461,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.37,-1.7044,-24.0758,3.1854,1.5567,4.72,1.83,1,2,,,
1.37,-61.4795,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.38,-1.7039,-24.0446,3.2085,1.5566,4.72,1.83,1,2,,,
1.38,-61.3129,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.39,-1.7034,-24.0123,3.2322,1.5565,4.72,1.83,1,2,,,
1.39,-61.1463,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.4,-1.7028,-23.9794,3.2563,1.5564,4.72,1.83,1,2,,,
1.4,-60.9797,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.41,-1.7022,-23.9466,3.2801,1.5564,4.72,1.83,1,2,,,
1.41,-60.813,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.42,-1.7017,-23.9139,3.3038,1.5563,4.72,1.83,1,2,,,
1.42,-60.6463,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.43,-1.7011,-23.8806,3.3277,1.5562,4.72,1.83,1,2,,,
1.43,-60.4796,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.44,-1.7005,-23.8467,3.352,1.5562,4.72,1.83,1,2,,,
1.44,-60.3129,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.45,-1.6999,-23.8136,3.3757,1.5561,4.72,1.83,1,2,,,
1.45,-60.1462,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.46,-1.6994,-23.7822,3.3981,1.556,4.72,1.83,1,2,,,
1.46,-59.9794,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.47,-1.6987,-23.7459,3.4239,1.5559,4.72,1.83,1,2,,,
1.47,-59.8127,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.48,-1.6981,-23.711,3.4487,1.5558,4.72,1.83,1,2,,,
1.48,-59.646,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.49,-1.6975,-23.6766,3.4731,1.5558,4.72,1.83,1,2,,,
1.49,-59.4792,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.5,-1.6969,-23.6414,3.4979,1.5557,4.72,1.83,1,2,,,
1.5,-59.3128,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.51,-1.6962,-23.6063,3.5225,1.5556,4.72,1.83,1,2,,,
1.51,-59.1467,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.52,-1.6956,-23.5706,3.5473,1.5555,4.72,1.83,1,2,,,
1.52,-58.9806,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.53,-1.6949,-23.5355,3.5715,1.5554,4.72,1.83,1,2,,,
1.53,-58.8144,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.54,-1.6943,-23.5002,3.5958,1.5554,4.72,1.83,1,2,,,
1.54,-58.6483,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.55,-1.6936,-23.4637,3.6207,1.5553,4.72,1.83,1,2,,,
1.55,-58.4819,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.56,-1.6929,-23.4272,3.6455,1.5552,4.72,1.83,1,2,,,
1.56,-58.3154,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.57,-1.6922,-23.3913,3.6697,1.5551,4.72,1.83,1,2,,,
1.57,-58.1488,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.58,-1.6916,-23.3548,3.6941,1.555,4.72,1.83,1,2,,,
1.58,-57.9822,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
1.59,-1.6909,-23.3186,3.7182,1.5549,4.72,1.83,1,2,3.5,-4.93,-1.41
1.59,-57.8157,-1.7,16.6667,0.0,4.72,1.83,2,1,3.5,-4.93,-1.41
1.6,-1.6901,-23.2788,3.7446,1.5548,4.72,1.83,1,2,3.49,-4.83,-1.39
1.6,-57.6486,-1.7,16.6667,0.0,4.72,1.83,2,1,3.49,-4.83,-1.39
1.61,-1.6894,-23.2405,3.7697,1.5547,4.72,1.83,1,2,3.48,-4.74,-1.37
1.61,-57.4812,-1.7,16.6667,0.0,4.72,1.83,2,1,3.48,-4.74,-1.37
1.62,-1.6887,-23.2025,3.7944,1.5546,4.72,1.83,1,2,3.46,-4.66,-1.34
1.62,-57.3138,-1.7,16.6667,0.0,4.72,1.83,2,1,3.46,-4.66,-1.34
1.63,-1.6879,-23.1649,3.8186,1.5546,4.72,1.83,1,2,3.45,-4.57,-1.32
1.63,-57.1464,-1.7,16.6667,0.0,4.72,1.83,2,1,3.45,-4.57,-1.32
1.64,-1.6872,-23.127,3.8429,1.5545,4.72,1.83,1,2,3.44,-4.49,-1.3
1.64,-56.979,-1.7,16.6667,0.0,4.72,1.83,2,1,3.44,-4.49,-1.3
1.65,-1.6864,-23.0883,3.8675,1.5544,4.72,1.83,1,2,3.43,-4.4,-1.28
1.65,-56.812,-1.7,16.6667,0.0,4.72,1.83,2,1,3.43,-4.4,-1.28
1.66,-1.6857,-23.0499,3.8916,1.5543,4.72,1.83,1,2,3.42,-4.32,-1.26
1.66,-56.6453,-1.7,16.6667,0.0,4.72,1.83,2,1,3.42,-4.32,-1.26
1.67,-1.6849,-23.0106,3.9161,1.5542,4.72,1.83,1,2,3.41,-4.23,-1.24
1.67,-56.4786,-1.7,16.6667,0.0,4.72,1.83,2,1,3.41,-4.23,-1.24
1.68,-1.6842,-22.9723,3.9398,1.5541,4.72,1.83,1,2,3.4,-4.15,-1.22
1.68,-56.3119,-1.7,16.6667,0.0,4.72,1.83,2,1,3.4,-4.15,-1.22
1.69,-1.6834,-22.9337,3.9635,1.554,4.72,1.83,1,2,3.39,-4.07,-1.2
1.69,-56.1452,-1.7,16.6667,0.0,4.72,1.83,2,1,3.39,-4.07,-1.2
1.7,-1.6826,-22.8926,3.9886,1.5539,4.72,1.83,1,2,3.38,-3.98,-1.18
1.7,-55.9786,-1.7,16.6667,0.0,4.72,1.83,2,1,3.38,-3.98,-1.18
1.71,-1.6818,-22.8511,4.0139,1.5539,4.72,1.83,1,2,3.37,-3.89,-1.15
